No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
326,2013,3,14,13,130,127,40,52,1300,89,6.9,1017.1,-4.2,0,2
327,2013,3,14,14,136,118,36,53,1300,89,8,1016.1,-3.8,0,3.2
328,2013,3,14,15,146,136,39,75,1399,89,8.2,1015.2,-4,0,1
329,2013,3,14,16,151,149,48,91,1399,89,8.3,1014.8,-3.9,0,1.6
330,2013,3,14,17,146,145,67,83,1200,84,7.8,1014.9,-4,0,1.1
331,2013,3,14,18,142,140,66,83,1200,72,7.3,1015,-3.9,0,1.6
332,2013,3,14,19,137,127,47,80,1200,57,6.5,1015.3,-3.5,0,1
333,2013,3,14,20,138,127,40,78,1200,57,3.9,1015.3,-4.1,0,0
334,2013,3,14,21,153,137,42,78,1300,56,3.2,1015.3,-4.1,0,0
335,2013,3,14,22,150,140,50,75,1300,56,3.4,1015.1,-3.9,0,0.8
336,2013,3,14,23,143,133,53,79,1300,56,1.6,1014.9,-3.9,0,1.4
337,2013,3,15,0,150,135,50,76,1300,56,0.9,1014.7,-3.8,0,1
338,2013,3,15,1,149,134,44,72,1300,56,0.2,1014.3,-3.7,0,0.8
339,2013,3,15,2,154,138,45,70,1500,56,0.1,1013.6,-3.8,0,0.4
340,2013,3,15,3,148,138,30,70,NA,56,-0.3,1013.3,-3.8,0,1.1
341,2013,3,15,4,151,127,24,NA,1300,56,-0.3,1013.1,-4,0,1
342,2013,3,15,5,148,127,25,68,1300,56,-0.2,1013.1,-3.7,0,0.8
343,2013,3,15,6,148,127,24,71,1300,56,-0.3,1012.9,-3.7,0,0.1
344,2013,3,15,7,150,128,24,68,1300,56,1.6,1013.4,-2.7,0,0.9
345,2013,3,15,8,174,149,29,58,1399,56,3.9,1013.2,-2.5,0,1
346,2013,3,15,9,174,153,37,53,1399,56,6.2,1012.6,-2.4,0,1.3
347,2013,3,15,10,175,153,38,54,1500,25,7.6,1011.7,-2.7,0,0.9
348,2013,3,15,11,215,211,70,78,1600,28,8.8,1010.8,-2.5,0,2
349,2013,3,15,12,212,221,79,90,1700,31,10,1009.9,-2.3,0,0.9
350,2013,3,15,13,213,221,77,91,1600,56,11,1008.7,-2.1,0,0.9
351,2013,3,15,14,221,211,77,74,1500,66,11.4,1008.1,-2.1,0,1.4
352,2013,3,15,15,223,211,72,71,1500,82,11.5,1007.6,-2,0,1.6
353,2013,3,15,16,237,226,69,83,1500,82,11,1007.7,-1.4,0,1.1
354,2013,3,15,17,254,252,72,99,1700,82,10.6,1008.2,-1.8,0,1.5
355,2013,3,15,18,262,256,72,108,1700,82,9.7,1008.9,-1.4,0,0.6
356,2013,3,15,19,260,256,56,98,1700,82,8.5,1009.7,-1.1,0,0.1
357,2013,3,15,20,261,242,44,96,1800,82,7.3,1010.6,-1.4,0,0.2
358,2013,3,15,21,270,246,44,92,2000,82,6.6,1011.6,-1.3,0,1.1
359,2013,3,15,22,262,239,43,91,2000,82,5.6,1012.3,-1.1,0,0.8
360,2013,3,15,23,289,267,48,106,2600,82,4.6,1012.6,-1.4,0,1
361,2013,3,16,0,272,245,42,106,2100,82,4.5,1012.7,-1.3,0,0.7
362,2013,3,16,1,268,238,37,108,2000,82,4.5,1013,-1.3,0,0.1
363,2013,3,16,2,270,243,37,110,2000,82,3.5,1013.2,-1.5,0,0
364,2013,3,16,3,273,247,32,105,1899,82,2.4,1014.1,-1.8,0,0.8
365,2013,3,16,4,267,250,24,96,2000,82,2.3,1014.6,-1.5,0,0.1
366,2013,3,16,5,253,219,18,84,1800,82,1.9,1015.6,-1.4,0,1.5
367,2013,3,16,6,242,209,17,80,1899,82,3.2,1016.6,-1.4,0,1.3
368,2013,3,16,7,240,220,24,87,1899,82,4.4,1017.1,-0.8,0,1.3
369,2013,3,16,8,258,237,29,76,1899,82,6.6,1017.5,0.1,0,0.8
370,2013,3,16,9,252,226,45,74,1700,82,10.7,1017.5,0.1,0,0.9
371,2013,3,16,10,282,266,70,103,1800,82,12.9,1017.1,-0.4,0,1.7
372,2013,3,16,11,290,263,64,89,1700,82,13.7,1016.1,-2.3,0,2.6
373,2013,3,16,12,197,167,50,55,1300,86,14.4,1014.9,-1.7,0,1.1
374,2013,3,16,13,154,167,42,40,1200,107,14.3,1013.8,-2.2,0,2.6
375,2013,3,16,14,174,148,45,62,1500,107,14.6,1013.1,-1.5,0,2.3
376,2013,3,16,15,179,174,48,66,1700,107,13.8,1012.3,-1.4,0,4.1
377,2013,3,16,16,166,153,45,54,1500,107,13.4,1011.5,0.1,0,2.9
378,2013,3,16,17,165,156,45,58,1600,107,12.4,1011.2,0.8,0,1.9
379,2013,3,16,18,208,208,56,83,2299,107,12,1010.9,1,0,0.9
380,2013,3,16,19,225,231,62,106,3000,107,11.4,1011.2,1.1,0,1.4
381,2013,3,16,20,269,272,61,109,3399,107,10.2,1011.1,2.3,0,1.9
382,2013,3,16,21,268,254,56,92,3299,107,9.5,1010.6,2.6,0,2.5
383,2013,3,16,22,260,236,45,80,3100,107,8.4,1009.9,2.2,0,1.6
384,2013,3,16,23,268,236,33,76,2700,107,7.9,1009.4,1.5,0,0.7
385,2013,3,17,0,271,225,26,75,2600,107,7.4,1008.8,1,0,0.6
386,2013,3,17,1,282,226,26,76,2600,107,7.2,1008.4,0.2,0,0.9
387,2013,3,17,2,286,245,24,78,2700,107,7.2,1006,0.4,0,2.8
388,2013,3,17,3,283,240,20,75,2700,107,6.8,1005.7,0.2,0,0.6
389,2013,3,17,4,286,232,23,75,2399,107,5.9,1005,1,0,0.9
390,2013,3,17,5,274,233,20,71,2299,107,5.3,1004.5,1,0,0.4
391,2013,3,17,6,257,223,20,74,2200,107,4.1,1003.3,0.8,0,0.7
392,2013,3,17,7,247,189,16,71,2100,107,5.8,1002.7,1.1,0,0.5
393,2013,3,17,8,257,212,18,66,2100,107,7.3,1002.3,0.9,0,1.2
394,2013,3,17,9,311,271,34,78,2399,107,8.4,1001.6,0.8,0,1.5
395,2013,3,17,10,324,297,54,83,2399,107,10.1,1000.3,1.5,0,0.8
396,2013,3,17,11,304,279,73,91,2299,107,11.9,998.8,1.8,0,1.9
397,2013,3,17,12,317,294,75,86,2399,107,13,996.9,1.9,0,1.9
398,2013,3,17,13,335,305,79,82,2399,107,14.3,995.2,2.2,0,2.5
399,2013,3,17,14,350,325,82,103,2600,107,14.6,994.3,2.5,0,0.8
400,2013,3,17,15,371,363,82,141,2799,107,15.1,993.5,2.6,0,1.3
401,2013,3,17,16,379,363,74,142,3000,107,14.7,992.9,2.6,0,0.8
402,2013,3,17,17,390,369,72,182,3000,107,13.9,993,2.8,0,0
403,2013,3,17,18,393,376,65,184,3100,107,11.9,992.8,3.1,0,0.8
404,2013,3,17,19,393,354,65,184,3100,39,10,993.3,2.6,0,0.6
405,2013,3,17,20,381,342,41,160,3100,107,9.1,993.4,2.2,0,0.6
406,2013,3,17,21,380,339,33,143,3000,107,9,993.4,2.3,0,0.4
407,2013,3,17,22,388,345,33,138,3100,107,7.5,993,2,0,1
408,2013,3,17,23,377,325,35,123,3000,107,8.1,993.4,1.7,0,1.5
409,2013,3,18,0,370,325,29,94,2500,107,12.2,993.8,-9.5,0,3.7
410,2013,3,18,1,48,124,3,4,300,107,11.7,994.3,-8.8,0,4.7
411,2013,3,18,2,24,117,3,3,200,107,10.3,994.5,-9.4,0,3.6
412,2013,3,18,3,11,54,3,4,200,107,10.2,994.8,-11.2,0,6.8
413,2013,3,18,4,9,28,3,5,200,107,8.1,995.5,-8,0,5.1
414,2013,3,18,5,11,73,3,8,300,107,7,997.2,-8.6,0,2.7
415,2013,3,18,6,16,66,6,10,300,107,5.7,999,-12.4,0,3.6
416,2013,3,18,7,8,67,3,4,200,107,6.2,1000.1,-14.6,0,3.1
417,2013,3,18,8,10,6,3,4,200,107,7.6,1000.9,-17.5,0,4.6
418,2013,3,18,9,3,18,3,3,200,107,8.4,1000.8,-18.5,0,2.8
419,2013,3,18,10,9,6,3,3,200,107,9.4,1001.2,-17.7,0,1.7
420,2013,3,18,11,6,6,3,3,200,107,10.2,1000.9,-16.2,0,2.7
421,2013,3,18,12,8,6,3,5,300,107,11.4,1000,-16.1,0,5.4
422,2013,3,18,13,8,6,3,6,300,107,11.8,998.5,-16.8,0,4.1
423,2013,3,18,14,7,6,3,7,300,93,12.6,997.2,-16.1,0,2
424,2013,3,18,15,15,6,3,7,300,95,12.2,996.3,-15.5,0,1.4
425,2013,3,18,16,8,6,5,10,300,93,11.4,996.1,-15.2,0,3.9
426,2013,3,18,17,12,6,4,14,300,88,10.3,996.4,-16.1,0,4.3
427,2013,3,18,18,17,15,5,23,400,80,8.8,997.3,-5.1,0,4.4
428,2013,3,18,19,30,108,6,30,400,75,6.7,998.8,-3.8,0,4.7
429,2013,3,18,20,45,170,13,34,600,65,5.4,1000,-4.2,0,4.5
430,2013,3,18,21,46,123,12,33,700,57,4.6,1000.5,-4.4,0,2.5
431,2013,3,18,22,44,93,10,33,700,53,3.4,1001.1,-4.6,0,3.6
432,2013,3,18,23,44,93,10,33,700,45,2.5,1002.4,-4.3,0,2.7
433,2013,3,19,0,43,77,10,37,800,44,0.7,1003,-2,0.1,2.2
434,2013,3,19,1,41,81,10,35,800,39,-0.1,1003.1,-1.5,0.4,2.7
435,2013,3,19,2,36,43,4,31,800,37,-0.3,1002.5,-1.9,0,2.5
436,2013,3,19,3,40,20,4,28,NA,NA,-0.5,1003,-2.2,0,2.1
437,2013,3,19,4,29,6,4,31,600,21,-0.2,1002.7,-2.6,0,1
438,2013,3,19,5,43,18,3,36,600,24,-0.2,1002.7,-2.4,0,0.7
439,2013,3,19,6,43,20,3,36,500,30,0.2,1003.4,-2.5,0,0.7
440,2013,3,19,7,40,33,3,29,500,26,0.7,1004.2,-2.2,0,1.3
441,2013,3,19,8,48,37,4,30,600,27,1.7,1004.6,-2.8,0,1.5
442,2013,3,19,9,42,40,7,25,500,36,2.1,1005.1,-2.1,0,0.4
443,2013,3,19,10,53,57,4,22,600,35,2.4,1005,-1.2,0,0.1
444,2013,3,19,11,64,49,4,20,600,34,2,1004.8,0.1,0.3,0.9
445,2013,3,19,12,63,56,3,23,700,30,2.2,1004.5,0.7,0.2,0.8
446,2013,3,19,13,65,44,3,26,700,26,2.4,1004.6,0.9,0.1,1
447,2013,3,19,14,66,34,3,28,700,27,3.4,1004.7,1.4,0,0.8
448,2013,3,19,15,57,34,3,23,600,38,3.2,1005.2,1.2,0.1,1
449,2013,3,19,16,40,12,3,16,500,48,2.9,1006.2,1.4,0.4,1.3
450,2013,3,19,17,29,11,3,12,400,59,2.7,1006.9,0.8,0.5,0.6
451,2013,3,19,18,31,8,3,22,400,50,2.3,1008.3,0.7,0.5,1.3
452,2013,3,19,19,38,27,3,25,500,42,1.1,1009.8,-0.2,1.8,1.2
453,2013,3,19,20,42,22,3,23,600,39,0.6,1011,-0.3,1.5,1.3
454,2013,3,19,21,44,28,3,29,800,27,0.4,1011.8,-0.5,1,2.5
455,2013,3,19,22,41,21,3,45,800,23,0.1,1012.7,-0.6,0.8,3.3
456,2013,3,19,23,42,21,3,46,400,59,-0.2,1013.3,-0.9,1.3,2.4
457,2013,3,20,0,16,6,3,21,500,56,-0.6,1014.4,-1.3,1.8,1.1
458,2013,3,20,1,22,37,3,18,600,52,-1,1015.3,-1.7,5.7,2.5
459,2013,3,20,2,30,37,3,21,700,52,-1.5,1015.4,-2.2,1,1.1
460,2013,3,20,3,14,6,3,9,300,72,-1.6,1015.7,-2.3,2.8,0.4
461,2013,3,20,4,14,6,3,9,300,73,-2.9,1016.1,-3.7,0.7,0
462,2013,3,20,5,14,6,3,15,400,63,-4.1,1016.3,-4.9,0,0.2
463,2013,3,20,6,10,6,3,9,300,62,-4.8,1016.8,-5.8,0,0
464,2013,3,20,7,11,6,3,10,300,61,-3.8,1016.8,-6.1,0,1.1
465,2013,3,20,8,8,7,3,21,300,49,-0.6,1017.5,-5,0,0.6
466,2013,3,20,9,17,19,4,10,400,61,2.5,1017.7,-7.7,0,0.8
467,2013,3,20,10,18,16,8,19,400,61,4.4,1016.9,-5.4,0,1.4
468,2013,3,20,11,22,6,15,15,400,71,3,1016,-7,0,2.7
469,2013,3,20,12,22,6,15,21,400,72,6.1,1015.1,-9.4,0,1.7
470,2013,3,20,13,16,6,10,16,400,78,6.5,1013.8,-8.6,0,2.7
471,2013,3,20,14,18,6,8,13,300,85,5.7,1013,-7.2,0,2.3
472,2013,3,20,15,24,6,10,14,300,87,5.7,1012.1,-5.9,0,2.9
473,2013,3,20,16,30,27,9,22,400,88,5.1,1011.6,-5.6,0,1.5
474,2013,3,20,17,44,34,8,21,500,91,4.3,1011.2,-4.7,0,2.4
475,2013,3,20,18,50,52,8,26,600,80,3.6,1010.9,-3.5,0,1.2
476,2013,3,20,19,63,57,6,32,700,60,3.2,1010.8,-2.8,0,1.1
477,2013,3,20,20,62,51,3,27,700,43,2.1,1010.5,-2.4,0,0.7
478,2013,3,20,21,65,55,3,26,700,36,1.1,1010.2,-2.5,0,1
479,2013,3,20,22,73,55,3,27,700,33,0.5,1009.6,-2.7,0,0.6
480,2013,3,20,23,82,61,3,30,800,31,0.4,1008.7,-2.8,0,0.6
481,2013,3,21,0,88,68,3,31,800,30,0.8,1008.1,-3,0,1
482,2013,3,21,1,90,70,3,32,800,26,1,1007.6,-3.1,0,1.2
483,2013,3,21,2,94,77,3,31,800,19,1,1006.7,-3.1,0,0.7
484,2013,3,21,3,100,77,3,40,900,16,1.2,1005.7,-3.3,0,1.3
485,2013,3,21,4,112,82,7,52,1000,19,0.9,1005.4,-3.6,0,0.9
486,2013,3,21,5,115,94,8,50,1000,21,0.5,1004.8,-3.6,0,0.5
487,2013,3,21,6,108,103,8,45,900,22,0.4,1004.3,-3.9,0,0.7
488,2013,3,21,7,106,98,9,45,900,21,0.5,1004,-4.3,0,0.9
489,2013,3,21,8,107,96,10,47,900,18,1.5,1003,-3.4,0,1.1
490,2013,3,21,9,121,115,13,54,1100,15,2.1,1002.3,-3.4,0,0.5
491,2013,3,21,10,117,109,15,40,1000,29,2.7,1001.3,-2.8,0,1.1
492,2013,3,21,11,141,124,15,37,1000,38,4.4,1000.2,-2.5,0,1.1
493,2013,3,21,12,145,125,17,33,1000,51,5.2,999,-2.9,0,1.2
494,2013,3,21,13,130,120,15,26,900,72,6,998.1,-2.1,0,1.3
495,2013,3,21,14,142,137,17,38,1000,73,6.4,997.1,-1.8,0,2.1
496,2013,3,21,15,158,152,17,47,1100,78,6.7,996.8,-1.7,0,0.9
497,2013,3,21,16,166,152,17,49,1000,80,6.7,996.7,-1.7,0,1
498,2013,3,21,17,170,164,19,57,1100,70,5.9,997.5,-1.1,0,0.7
499,2013,3,21,18,168,168,17,59,1100,66,4.9,998.6,-1.1,0,0.8
500,2013,3,21,19,162,149,10,51,1100,60,4.1,999.6,-0.7,0,0
501,2013,3,21,20,170,151,8,48,1300,52,3.7,1000.7,-0.3,0,0.2
502,2013,3,21,21,169,148,7,48,1300,44,3.2,1001.7,-0.4,0,1.6
503,2013,3,21,22,156,117,4,47,1200,28,3.1,1002.9,-0.4,0,2.2
504,2013,3,21,23,148,117,4,40,1200,32,2.9,1003.7,-0.4,0,0.6
505,2013,3,22,0,43,119,4,6,300,87,4.6,1004.6,-7.9,0,1.4
506,2013,3,22,1,6,6,3,4,200,92,6.9,1005.7,-9.9,0,1.1
507,2013,3,22,2,7,114,3,4,200,91,5.9,1006.7,-11.3,0,1.7
508,2013,3,22,3,7,111,3,4,200,86,4.6,1007.3,-12.8,0,1.2
509,2013,3,22,4,120,107,11,39,200,86,3.9,1008.1,-14.4,0,1.5
510,2013,3,22,5,3,6,3,4,200,88,2.4,1008.8,-10.5,0,0
511,2013,3,22,6,4,6,3,4,200,89,2.1,1009.8,-10.4,0,0.5
512,2013,3,22,7,8,12,3,8,200,84,6,1010.7,-11.6,0,0.5
513,2013,3,22,8,9,17,10,14,400,73,7.6,1011.1,-11.2,0,2.3
514,2013,3,22,9,94,85,10,29,500,67,7.4,1011,-10.9,0,4.2
515,2013,3,22,10,90,82,10,28,500,72,8.5,1010.7,-9.9,0,3.1
516,2013,3,22,11,84,77,10,27,400,78,9.4,1009.8,-10.7,0,2.6
517,2013,3,22,12,18,18,6,15,300,79,9.6,1008.9,-7.2,0,3.3
518,2013,3,22,13,25,13,8,18,400,81,10.7,1008.1,-4.9,0,2.7
519,2013,3,22,14,48,101,19,38,700,71,10.5,1007.6,-4,0,2.2
520,2013,3,22,15,68,139,22,41,900,76,9.7,1007,-3.6,0,3.9
521,2013,3,22,16,107,180,21,42,1100,85,9.5,1006.6,-3.5,0,2.6
522,2013,3,22,17,93,167,18,37,900,86,8.9,1007,-3.3,0,2.7
523,2013,3,22,18,84,161,19,40,900,78,8.2,1007.4,-3.7,0,1.1
524,2013,3,22,19,91,167,21,47,1000,70,7.6,1007.7,-3.3,0,2
525,2013,3,22,20,89,141,20,43,1000,63,7.2,1008.3,-4,0,2.2
526,2013,3,22,21,83,131,13,37,900,56,5,1008.2,-4.1,0,4.5
527,2013,3,22,22,79,115,10,38,900,48,3.8,1008.4,-4.4,0,3.6
528,2013,3,22,23,65,99,12,54,800,34,2.9,1008,-4.3,0,3.7
529,2013,3,23,0,53,80,15,57,900,31,2,1007.6,-3.9,0,3.4
530,2013,3,23,1,52,76,12,59,900,22,1.4,1006.9,-3.9,0,4
531,2013,3,23,2,60,76,13,66,1100,12,1.1,1006.2,-4,0,1.8
532,2013,3,23,3,56,71,12,64,NA,NA,0.7,1005.5,-4,0,3.4
533,2013,3,23,4,51,65,11,64,1100,8,0.6,1005.2,-3.9,0,2.6
534,2013,3,23,5,52,66,11,53,900,14,0.7,1004.7,-3.6,0,2.5
535,2013,3,23,6,55,61,12,53,900,14,0.8,1004.5,-3.5,0,2.8
536,2013,3,23,7,68,74,12,52,900,13,0.9,1003.5,-3.6,0,2.2
537,2013,3,23,8,70,76,22,57,1000,11,1.6,1002.8,-4.3,0,2.1
538,2013,3,23,9,71,74,36,58,1200,15,2.1,1002.9,-5.8,0,1.7
539,2013,3,23,10,74,71,43,50,1100,30,3,1002.9,-7,0,0.7
540,2013,3,23,11,70,77,39,47,1200,34,5,1001.5,-4.8,0,1.4
541,2013,3,23,12,74,80,42,38,1200,45,5.9,1001.1,-4.3,0,2
542,2013,3,23,13,98,106,38,40,1000,42,7.6,1000.5,-4.2,0,1.5
543,2013,3,23,14,110,120,36,46,1100,42,9.2,1000.4,-4.1,0,1.2
544,2013,3,23,15,109,128,35,48,1100,45,12.2,1001.6,-7.8,0,3.3
545,2013,3,23,16,44,86,8,15,400,80,9.7,1003.9,-8.9,0,4.4
546,2013,3,23,17,8,64,3,4,200,90,7.7,1005.8,-10.6,0,4.7
547,2013,3,23,18,12,40,3,4,200,89,6,1007.7,-12.1,0,3.2
548,2013,3,23,19,5,20,3,4,200,91,5,1010,-13.4,0,1.9
549,2013,3,23,20,7,24,3,3,200,94,4.1,1011.4,-15.2,0,2
550,2013,3,23,21,9,15,3,3,200,92,3.8,1012.6,-16,0,1.7
551,2013,3,23,22,6,19,3,3,200,92,3.2,1013.2,-15.5,0,3.9
552,2013,3,23,23,5,10,3,3,200,91,2.8,1014,-16.3,0,1
553,2013,3,24,0,6,9,3,3,200,91,1.1,1014.7,-15,0,1
554,2013,3,24,1,5,13,3,3,200,89,0.1,1015.1,-14.7,0,0.8
555,2013,3,24,2,5,6,3,2,100,89,0.7,1015.1,-15.3,0,2.3
556,2013,3,24,3,4,6,3,3,200,89,0.5,1015.2,-15.9,0,2.7
557,2013,3,24,4,8,6,3,3,200,88,0.1,1015.3,-15.9,0,2.9
558,2013,3,24,5,9,4,3,3,200,82,-0.2,1015.5,-14.9,0,2.3
559,2013,3,24,6,4,17,3,8,200,80,0.1,1016,-15.1,0,0.8
560,2013,3,24,7,7,17,3,7,200,79,2.8,1016.3,-17.4,0,2.6
561,2013,3,24,8,8,6,3,9,200,76,4.4,1016.4,-16.7,0,3.7
562,2013,3,24,9,6,6,4,8,200,81,5.8,1016.1,-17.4,0,2.3
563,2013,3,24,10,9,6,3,7,200,83,6.4,1015.1,-16.3,0,2.1
564,2013,3,24,11,3,6,3,5,200,87,7.5,1013.9,-16.8,0,3.2
565,2013,3,24,12,11,6,3,6,200,88,8.6,1012.8,-16.6,0,2.3
566,2013,3,24,13,10,6,3,7,200,89,9.7,1011.1,-15.8,0,3
567,2013,3,24,14,14,6,4,8,200,90,10.5,1009.9,-15.1,0,3.9
568,2013,3,24,15,11,6,8,9,300,90,10.9,1009,-15.6,0,2.4
569,2013,3,24,16,15,9,9,10,300,91,11,1008.7,-14.7,0,2.3
570,2013,3,24,17,16,16,9,12,300,90,9.1,1008.7,-13.4,0,2.4
571,2013,3,24,18,18,24,11,14,300,87,7.3,1009.6,-13.1,0,1
572,2013,3,24,19,26,58,9,38,NA,55.4778,5.8,1010.5,-11.8,0,0.9
573,2013,3,24,20,36,73,8,41,NA,57.4056,4.6,1011.3,-11.1,0,0.6
574,2013,3,24,21,39,58,5,32,NA,49.9086,3.1,1011.8,-9.9,0,0
575,2013,3,24,22,31,53,4,25,NA,51.8364,3,1012,-10.3,0,0.8
576,2013,3,24,23,28,54,4,32,500,42,3,1012.7,-10.6,0,1.1
577,2013,3,25,0,28,55,4,32,NA,46.2672,2.3,1013.3,-10.6,0,0.8
578,2013,3,25,1,31,39,5,25,NA,39.8412,2.2,1013.7,-9.7,0,1.9
579,2013,3,25,2,31,62,11,29,NA,38.9844,1.7,1014.1,-7.9,0,2.4
580,2013,3,25,3,37,48,9,33,NA,30.6306,1,1014.4,-6.8,0,2.2
581,2013,3,25,4,39,62,7,37,NA,22.491,0.2,1014.7,-6.2,0,2.2
582,2013,3,25,5,50,78,8,44,NA,14.1372,-1.2,1015.1,-6.2,0,0.4
583,2013,3,25,6,59,82,5,45,NA,10.2816,-1.8,1015.2,-6.2,0,1
584,2013,3,25,7,60,81,5,50,NA,10.9242,0.4,1015.6,-6.9,0,0.9
585,2013,3,25,8,86,115,12,46,NA,14.7798,2.7,1015.2,-6.2,0,0.7
586,2013,3,25,9,77,101,26,44,NA,28.4886,4.1,1014.9,-5.7,0,2.5
587,2013,3,25,10,84,106,35,46,NA,40.698,5.3,1014.3,-6,0,1.2
588,2013,3,25,11,96,120,42,56,NA,41.769,6.9,1013.4,-5.8,0,1.5
589,2013,3,25,12,106,126,52,54,NA,54.4068,7.9,1012.3,-7.8,0,2.5
590,2013,3,25,13,111,120,52,56,NA,62.9748,9,1011.1,-7.7,0,1.6
591,2013,3,25,14,104,105,44,57,NA,76.8978,9.8,1010.1,-7.4,0,2.8
592,2013,3,25,15,117,138,47,67,NA,77.9688,10.1,1009.5,-7.6,0,2.5
593,2013,3,25,16,123,151,47,91,1800,68,10.1,1009.2,-7.2,0,1.6
594,2013,3,25,17,123,151,47,91,1700,67,9.5,1009.2,-7.2,0,1.1
595,2013,3,25,18,131,157,38,70,1300,89,8.6,1009.3,-7.2,0,1
596,2013,3,25,19,124,154,31,69,1200,71,7.3,1009.6,-6.5,0,0.8
597,2013,3,25,20,130,136,22,58,1200,59,5.3,1009.7,-5.7,0,0.6
598,2013,3,25,21,119,134,22,49,1100,63,4.2,1009.5,-5.3,0,0.1
599,2013,3,25,22,119,140,26,51,1100,57,3.6,1008.9,-5.4,0,0
600,2013,3,25,23,129,140,23,50,1300,52,3,1008.8,-5.2,0,1.4
601,2013,3,26,0,128,144,29,54,1300,47,1.9,1008.6,-5.5,0,0.4
602,2013,3,26,1,131,141,26,54,1399,38,1.7,1008.3,-5.2,0,0.8
603,2013,3,26,2,128,137,24,52,1200,40,0.8,1008,-4.8,0,0.1
604,2013,3,26,3,122,134,22,52,1200,35,0.1,1007.4,-5.1,0,0.1
605,2013,3,26,4,119,128,17,50,1200,28,-0.2,1007.5,-5.2,0,0.9
606,2013,3,26,5,122,129,15,51,1200,24,-0.7,1007.6,-5.3,0,0
607,2013,3,26,6,120,126,14,53,1100,20,-0.5,1007.8,-4.9,0,0.6
608,2013,3,26,7,122,133,16,57,1200,15,1.8,1007.8,-4.3,0,0.2
609,2013,3,26,8,128,145,21,56,1200,17,4.5,1007.1,-4.8,0,0.5
610,2013,3,26,9,151,163,26,63,1200,23,6.8,1006.6,-5.2,0,1.5
611,2013,3,26,10,140,164,42,72,1200,33,8,1006.1,-3.5,0,1.3
612,2013,3,26,11,152,198,43,86,1399,32,9,1005.4,-4.2,0,1.2
613,2013,3,26,12,190,254,52,89,1600,40,10.4,1004.1,-4.4,0,2.2
614,2013,3,26,13,201,245,55,92,1500,57,11.7,1003,-5.3,0,2.9
615,2013,3,26,14,213,259,47,109,1600,58,12,1002,-2.6,0,1.5
616,2013,3,26,15,224,280,51,139,1800,45,12.2,1001,-2.1,0,2.6
617,2013,3,26,16,240,271,55,100,1500,66,12.4,1000.2,-1.5,0,1.4
618,2013,3,26,17,237,265,68,83,1399,76,11.9,1000.3,-1.3,0,0.7
619,2013,3,26,18,236,279,78,104,1600,52,10.4,1000.4,-1,0,0.6
620,2013,3,26,19,236,279,78,104,NA,42.1974,9.7,1001.2,-1.1,0,1.6
621,2013,3,26,20,230,258,66,90,1500,42,9.4,1001.3,-1.4,0,1.2
622,2013,3,26,21,229,258,59,76,1500,49,7.3,1001.7,-0.4,0,1.1
623,2013,3,26,22,231,241,50,72,1500,39,6.1,1001.1,-0.6,0,0.5
624,2013,3,26,23,234,241,47,77,1600,27,5.3,1000.4,-0.8,0,0.1
625,2013,3,27,0,229,231,41,76,1700,20,4.7,1000,-0.7,0,0.6
626,2013,3,27,1,237,232,38,74,1700,17,4.2,999.6,-0.8,0,0.7
627,2013,3,27,2,223,235,39,68,1700,13,3.8,999.2,-0.8,0,0.7
628,2013,3,27,3,225,221,29,66,NA,NA,3.2,998.6,-0.8,0,0
629,2013,3,27,4,221,216,23,67,1700,6,3,998.4,-0.8,0,1.1
630,2013,3,27,5,217,210,19,60,1600,8,2.7,998.6,-0.6,0,1.1
631,2013,3,27,6,211,214,17,66,1600,6,3.9,1000.4,0.1,0,0
632,2013,3,27,7,203,229,16,70,1500,6,5.1,1001.6,0.7,0,2
633,2013,3,27,8,199,242,18,70,1700,9,8.8,1001.5,1.7,0,0.9
634,2013,3,27,9,219,276,28,72,1700,18,13.4,1001.1,-3,0,3.1
635,2013,3,27,10,156,139,36,41,1100,56,15.4,1000.8,-3,0,2.3
636,2013,3,27,11,86,70,25,27,700,77,17,1000.2,-4.3,0,4.4
637,2013,3,27,12,50,53,27,21,600,86,17.9,999.7,-6.1,0,6.1
638,2013,3,27,13,27,50,12,13,400,99,18.4,999.6,-6.4,0,6.2
639,2013,3,27,14,27,50,12,13,200,104,17.6,1000,-9.4,0,6.4
640,2013,3,27,15,10,56,3,4,200,106,17.7,1000.7,-10.2,0,4.1
641,2013,3,27,16,12,6,3,4,NA,105.6006,15.4,1001.7,-13.9,0,4
642,2013,3,27,17,5,6,3,4,200,105,13.4,1003,-15.5,0,3
643,2013,3,27,18,10,6,3,4,200,106,11.6,1004.5,-16,0,3.6
644,2013,3,27,19,8,6,3,4,200,107,10.3,1006.4,-17,0,3.1
645,2013,3,27,20,10,12,3,4,200,105,9.7,1007.9,-15.8,0,2.8
646,2013,3,27,21,8,14,3,4,200,102,9.1,1008.9,-17.1,0,3.5
647,2013,3,27,22,7,13,3,4,200,100,8.4,1009.8,-17.6,0,2
648,2013,3,27,23,7,13,3,4,200,98,8,1010.7,-18,0,1.8
649,2013,3,28,0,10,9,3,4,200,96,7.2,1010.8,-18.6,0,3.4
650,2013,3,28,1,10,9,3,4,200,96,6.6,1011.2,-18.3,0,1.8
